user_id,stage,event_date
U101175,Verify Email,2025-04-28
U101175,Complete Onboarding,2025-04-28
U101175,Create First Workflow,2025-04-28
U101175,Invite Teammate,2025-04-28
U101175,Start Trial,2025-04-25
U101175,Subscribe,2025-04-29
U102173,Visit Landing Page,2025-04-25
U102173,Sign Up,2025-04-25
U102173,Verify Email,2025-04-26
U106050,Visit Landing Page,2025-04-26
U106050,Sign Up,2025-04-25
U106050,Verify Email,2025-04-26
U106050,Complete Onboarding,2025-04-29
U106050,Create First Workflow,2025-04-27
U100576,Visit Landing Page,2025-04-26
U100576,Sign Up,2025-04-27
U100576,Verify Email,2025-04-28
U100576,Complete Onboarding,2025-04-25
U100576,Create First Workflow,2025-04-29
U107171,Visit Landing Page,2025-04-25
U107171,Sign Up,2025-04-25
U107171,Verify Email,2025-04-28
U107171,Complete Onboarding,2025-04-27
U107171,Create First Workflow,2025-04-27
U107783,Visit Landing Page,2025-04-25
U107783,Sign Up,2025-04-27
U105179,Visit Landing Page,2025-04-26
U105179,Sign Up,2025-04-27
U105179,Verify Email,2025-04-28
U105179,Complete Onboarding,2025-04-26
U105179,Create First Workflow,2025-04-25
U102135,Visit Landing Page,2025-04-26
U102135,Sign Up,2025-04-25
U102135,Verify Email,2025-04-25
U102135,Complete Onboarding,2025-04-26
U102135,Create First Workflow,2025-04-27
U102135,Invite Teammate,2025-04-25
U102135,Start Trial,2025-04-30
U102070,Visit Landing Page,2025-04-25
U102070,Sign Up,2025-04-27
U102070,Verify Email,2025-04-26
U102070,Complete Onboarding,2025-04-29
U102067,Visit Landing Page,2025-04-25
U102067,Sign Up,2025-04-27
U102067,Verify Email,2025-04-28
U102067,Complete Onboarding,2025-04-28
U102067,Create First Workflow,2025-04-30
U102067,Invite Teammate,2025-04-28
U102067,Start Trial,2025-04-25
U102067,Subscribe,2025-04-26
U102717,Visit Landing Page,2025-04-26
U102717,Sign Up,2025-04-27
U102717,Verify Email,2025-04-27
U102717,Complete Onboarding,2025-04-25
U102063,Visit Landing Page,2025-04-26
U102063,Sign Up,2025-04-26
U104761,Visit Landing Page,2025-04-26
U104761,Sign Up,2025-04-26
U104761,Verify Email,2025-04-28
U102170,Visit Landing Page,2025-04-25
U102170,Sign Up,2025-04-27
U104535,Visit Landing Page,2025-04-26
U104535,Sign Up,2025-04-25
U104535,Verify Email,2025-04-28
U107498,Visit Landing Page,2025-04-25
U107498,Sign Up,2025-04-26
U107498,Verify Email,2025-04-26
U107498,Complete Onboarding,2025-04-27
U101688,Visit Landing Page,2025-04-25
U101688,Sign Up,2025-04-26
U101688,Verify Email,2025-04-25
U101688,Complete Onboarding,2025-04-27
U101688,Create First Workflow,2025-04-29
U101688,Invite Teammate,2025-05-01
U101688,Start Trial,2025-04-25
U101688,Subscribe,2025-04-27
U106568,Visit Landing Page,2025-04-26
U106568,Sign Up,2025-04-25
U108284,Visit Landing Page,2025-04-26
U108284,Sign Up,2025-04-25
U108284,Verify Email,2025-04-28
U108284,Complete Onboarding,2025-04-29
U100438,Visit Landing Page,2025-04-25
U100438,Sign Up,2025-04-26
U100438,Verify Email,2025-04-27
U100438,Complete Onboarding,2025-04-28
U100438,Create First Workflow,2025-04-26
U100438,Invite Teammate,2025-04-28
U102481,Visit Landing Page,2025-04-25
U102481,Sign Up,2025-04-26
U102481,Verify Email,2025-04-26
U102481,Complete Onboarding,2025-04-27
U102481,Create First Workflow,2025-04-27
U102481,Invite Teammate,2025-04-25
U102481,Start Trial,2025-04-26
U106287,Visit Landing Page,2025-04-26
U106287,Sign Up,2025-04-25
U106287,Verify Email,2025-04-28
U106287,Complete Onboarding,2025-04-29
U106287,Create First Workflow,2025-04-30
U106287,Invite Teammate,2025-04-28
U104137,Visit Landing Page,2025-04-26
U104137,Sign Up,2025-04-27
U104137,Verify Email,2025-04-28
U105070,Visit Landing Page,2025-04-26
U105070,Sign Up,2025-04-26
U105070,Verify Email,2025-04-27
U105070,Complete Onboarding,2025-04-25
U105070,Create First Workflow,2025-04-26
U105070,Invite Teammate,2025-04-25
U105070,Start Trial,2025-05-02
U104764,Visit Landing Page,2025-04-27
U104764,Sign Up,2025-04-28
U104764,Verify Email,2025-04-29
U104764,Complete Onboarding,2025-04-28
U104764,Create First Workflow,2025-04-30
U104764,Invite Teammate,2025-04-29
U104764,Start Trial,2025-04-28
U104764,Subscribe,2025-04-27
U107631,Visit Landing Page,2025-04-27
U107631,Sign Up,2025-04-27
U107631,Verify Email,2025-04-26
U104898,Visit Landing Page,2025-04-26
U104898,Sign Up,2025-04-28
U104898,Verify Email,2025-04-27
U104898,Complete Onboarding,2025-04-27
U104898,Create First Workflow,2025-04-26
U104898,Invite Teammate,2025-04-30
U104898,Start Trial,2025-04-30
U104898,Subscribe,2025-04-27
U104587,Visit Landing Page,2025-04-27
U104587,Sign Up,2025-04-27
U100210,Visit Landing Page,2025-04-27
U100210,Sign Up,2025-04-26
U100809,Visit Landing Page,2025-04-27
U100809,Sign Up,2025-04-28
U100809,Verify Email,2025-04-27
U100809,Complete Onboarding,2025-04-29
U100809,Create First Workflow,2025-05-01
U100809,Invite Teammate,2025-04-29
U100809,Start Trial,2025-04-26
U100809,Subscribe,2025-04-30
U106316,Visit Landing Page,2025-04-27
U106316,Sign Up,2025-04-28
U103409,Visit Landing Page,2025-04-27
U103409,Sign Up,2025-04-28
U103409,Verify Email,2025-04-29
U101881,Visit Landing Page,2025-04-27
U101881,Sign Up,2025-04-26
U101881,Verify Email,2025-04-26
U105074,Visit Landing Page,2025-04-27
U105074,Sign Up,2025-04-27
U105074,Verify Email,2025-04-27
U105074,Complete Onboarding,2025-04-30
U104244,Visit Landing Page,2025-04-26
U104244,Sign Up,2025-04-27
U104244,Verify Email,2025-04-28
U104861,Visit Landing Page,2025-04-26
U104861,Sign Up,2025-04-28
U107537,Visit Landing Page,2025-04-27
U107537,Sign Up,2025-04-26
U107537,Verify Email,2025-04-26
U107537,Complete Onboarding,2025-04-26
U107537,Create First Workflow,2025-05-01
U107537,Invite Teammate,2025-05-01
U107537,Start Trial,2025-05-01
U107537,Subscribe,2025-04-30
U103329,Visit Landing Page,2025-04-26
U103329,Sign Up,2025-04-27
U103329,Verify Email,2025-04-26
U103180,Visit Landing Page,2025-04-26
U103180,Sign Up,2025-04-26
U103180,Verify Email,2025-04-29
U103180,Complete Onboarding,2025-04-28
U103180,Create First Workflow,2025-04-27
U106539,Visit Landing Page,2025-04-27
U106539,Sign Up,2025-04-28
U106539,Verify Email,2025-04-29
U102268,Visit Landing Page,2025-04-27
U102268,Sign Up,2025-04-26
U102268,Verify Email,2025-04-28
U102268,Complete Onboarding,2025-04-30
U102268,Create First Workflow,2025-04-27
U103375,Visit Landing Page,2025-04-27
U103375,Sign Up,2025-04-26
U103375,Verify Email,2025-04-26
U103375,Complete Onboarding,2025-04-30
U103375,Create First Workflow,2025-05-01
U106201,Visit Landing Page,2025-04-26
U106201,Sign Up,2025-04-28
U106201,Verify Email,2025-04-27
U106201,Complete Onboarding,2025-04-27
U106201,Create First Workflow,2025-04-29
U106201,Invite Teammate,2025-05-02
U104813,Visit Landing Page,2025-04-26
U104813,Sign Up,2025-04-28
U104813,Verify Email,2025-04-28
U104813,Complete Onboarding,2025-04-26
U104813,Create First Workflow,2025-04-27
U104813,Invite Teammate,2025-04-30
U104813,Start Trial,2025-04-30
U106359,Visit Landing Page,2025-04-27
U106359,Sign Up,2025-04-26
U106359,Verify Email,2025-04-28
U101033,Visit Landing Page,2025-04-26
U101033,Sign Up,2025-04-26
U101033,Verify Email,2025-04-28
U101033,Complete Onboarding,2025-04-30
U101033,Create First Workflow,2025-04-28
U100745,Visit Landing Page,2025-04-27
U100745,Sign Up,2025-04-27
U100745,Verify Email,2025-04-29
U100745,Complete Onboarding,2025-04-28
U103846,Visit Landing Page,2025-04-27
U103846,Sign Up,2025-04-27
U103846,Verify Email,2025-04-26
U103846,Complete Onboarding,2025-04-27
U105502,Visit Landing Page,2025-04-27
U105502,Sign Up,2025-04-26
U105502,Verify Email,2025-04-29
U105502,Complete Onboarding,2025-04-30
U105502,Create First Workflow,2025-04-30
U106924,Visit Landing Page,2025-04-27
U106924,Sign Up,2025-04-28
U106924,Verify Email,2025-04-29
U106924,Complete Onboarding,2025-04-27
U107741,Visit Landing Page,2025-04-27
U107741,Sign Up,2025-04-26
U107741,Verify Email,2025-04-28
U107741,Complete Onboarding,2025-04-30
U107741,Create First Workflow,2025-04-26
U107741,Invite Teammate,2025-05-01
U107741,Start Trial,2025-05-02
U107741,Subscribe,2025-05-04
U106437,Visit Landing Page,2025-04-26
U106437,Sign Up,2025-04-27
U106437,Verify Email,2025-04-29
U106437,Complete Onboarding,2025-04-27
U106437,Create First Workflow,2025-04-26
U105017,Visit Landing Page,2025-04-27
U105017,Sign Up,2025-04-27
U105017,Verify Email,2025-04-29
U105017,Complete Onboarding,2025-04-26
U105017,Create First Workflow,2025-04-28
U105017,Invite Teammate,2025-05-02
U105017,Start Trial,2025-04-30
U103525,Visit Landing Page,2025-04-26
U103525,Sign Up,2025-04-27
U101476,Visit Landing Page,2025-04-27
U101476,Sign Up,2025-04-26
U101476,Verify Email,2025-04-27
U101476,Complete Onboarding,2025-04-26
U101476,Create First Workflow,2025-04-29
U101476,Invite Teammate,2025-04-26
U101476,Start Trial,2025-05-03
U102541,Visit Landing Page,2025-04-27
U102541,Sign Up,2025-04-26
U102541,Verify Email,2025-04-28
U102541,Complete Onboarding,2025-04-26
U102541,Create First Workflow,2025-04-27
U102541,Invite Teammate,2025-04-27
U102541,Start Trial,2025-05-03
U102541,Subscribe,2025-05-01
U100470,Visit Landing Page,2025-04-27
U100470,Sign Up,2025-04-27
U100470,Verify Email,2025-04-27
U100470,Complete Onboarding,2025-04-28
U100470,Create First Workflow,2025-04-26
U107847,Visit Landing Page,2025-04-27
U107847,Sign Up,2025-04-26
U107847,Verify Email,2025-04-27
U107847,Complete Onboarding,2025-04-28
U105805,Visit Landing Page,2025-04-26
U105805,Sign Up,2025-04-26
U105805,Verify Email,2025-04-29
U102975,Visit Landing Page,2025-04-26
U102975,Sign Up,2025-04-26
U102975,Verify Email,2025-04-27
U102975,Complete Onboarding,2025-04-30
U104719,Visit Landing Page,2025-04-26
U104719,Sign Up,2025-04-27
U101506,Visit Landing Page,2025-04-27
U101506,Sign Up,2025-04-27
U105120,Visit Landing Page,2025-04-27
U105120,Sign Up,2025-04-28
U105120,Verify Email,2025-04-28
U105120,Complete Onboarding,2025-04-29
U105120,Create First Workflow,2025-04-27
U105120,Invite Teammate,2025-04-27
U105120,Start Trial,2025-05-02
U107670,Visit Landing Page,2025-04-28
U107670,Sign Up,2025-04-28
U107670,Verify Email,2025-04-28
U105247,Visit Landing Page,2025-04-28
U105247,Sign Up,2025-04-27
U108346,Visit Landing Page,2025-04-28
U108346,Sign Up,2025-04-28
U108346,Verify Email,2025-04-28
U108346,Complete Onboarding,2025-04-28
U108346,Create First Workflow,2025-04-28
U108346,Invite Teammate,2025-05-03
U108346,Start Trial,2025-05-04
U108346,Subscribe,2025-05-02
U104031,Visit Landing Page,2025-04-28
U104031,Sign Up,2025-04-29
U104031,Verify Email,2025-04-28
U105838,Visit Landing Page,2025-04-27
U105838,Sign Up,2025-04-27
U105838,Verify Email,2025-04-29
U105838,Complete Onboarding,2025-04-29
U105838,Create First Workflow,2025-04-30
U105838,Invite Teammate,2025-04-29
U105838,Start Trial,2025-05-04
U105838,Subscribe,2025-05-01
U106333,Visit Landing Page,2025-04-27
U106333,Sign Up,2025-04-28
U106333,Verify Email,2025-04-29
U102198,Visit Landing Page,2025-04-27
U102198,Sign Up,2025-04-29
U102198,Verify Email,2025-04-28
U102198,Complete Onboarding,2025-04-27
U102198,Create First Workflow,2025-04-27
U102198,Invite Teammate,2025-04-28
U102198,Start Trial,2025-04-29
U103933,Visit Landing Page,2025-04-27
U103933,Sign Up,2025-04-29
U103933,Verify Email,2025-04-27
U103933,Complete Onboarding,2025-05-01
U103933,Create First Workflow,2025-04-30
U103933,Invite Teammate,2025-04-30
U103933,Start Trial,2025-05-01
U103413,Visit Landing Page,2025-04-27
U103413,Sign Up,2025-04-28
U103413,Verify Email,2025-04-27
U103413,Complete Onboarding,2025-04-27
U106225,Visit Landing Page,2025-04-28
U106225,Sign Up,2025-04-28
U107516,Visit Landing Page,2025-04-27
U107516,Sign Up,2025-04-29
U107516,Verify Email,2025-04-28
U107516,Complete Onboarding,2025-04-29
U107516,Create First Workflow,2025-04-29
U107909,Visit Landing Page,2025-04-27
U107909,Sign Up,2025-04-29
U107909,Verify Email,2025-04-29
U107909,Complete Onboarding,2025-04-27
U107909,Create First Workflow,2025-04-27
U107049,Visit Landing Page,2025-04-28
U107049,Sign Up,2025-04-27
U107049,Verify Email,2025-04-27
U107049,Complete Onboarding,2025-04-27
U107049,Create First Workflow,2025-04-30
U105109,Visit Landing Page,2025-04-28
U105109,Sign Up,2025-04-27
U105109,Verify Email,2025-04-29
U102721,Visit Landing Page,2025-04-28
U102721,Sign Up,2025-04-28
U104420,Visit Landing Page,2025-04-28
U104420,Sign Up,2025-04-29
U104420,Verify Email,2025-04-27
U104339,Visit Landing Page,2025-04-28
U104339,Sign Up,2025-04-27
U104339,Verify Email,2025-04-29
U101970,Visit Landing Page,2025-04-27
U101970,Sign Up,2025-04-27
U107603,Visit Landing Page,2025-04-27
U107603,Sign Up,2025-04-27
U107603,Verify Email,2025-04-27
U107603,Complete Onboarding,2025-04-27
U107603,Create First Workflow,2025-05-02
U107706,Visit Landing Page,2025-04-27
U107706,Sign Up,2025-04-27
U103767,Visit Landing Page,2025-04-28
U103767,Sign Up,2025-04-28
U103752,Visit Landing Page,2025-04-28
U103752,Sign Up,2025-04-28
U103752,Verify Email,2025-04-30
U102540,Visit Landing Page,2025-04-27
U102540,Sign Up,2025-04-27
U102540,Verify Email,2025-04-29
U102540,Complete Onboarding,2025-04-27
U102540,Create First Workflow,2025-04-28
U102540,Invite Teammate,2025-04-28
U102540,Start Trial,2025-05-04
U102540,Subscribe,2025-04-29
U108183,Visit Landing Page,2025-04-27
U108183,Sign Up,2025-04-28
U108183,Verify Email,2025-04-29
U106613,Visit Landing Page,2025-04-27
U106613,Sign Up,2025-04-27
U106613,Verify Email,2025-04-28
U106613,Complete Onboarding,2025-05-01
U106613,Create First Workflow,2025-04-29
U104135,Visit Landing Page,2025-04-28
U104135,Sign Up,2025-04-28
U104135,Verify Email,2025-04-30
U104135,Complete Onboarding,2025-04-27
U104135,Create First Workflow,2025-04-28
U103911,Visit Landing Page,2025-04-28
U103911,Sign Up,2025-04-27
U103911,Verify Email,2025-04-27
U104373,Visit Landing Page,2025-04-28
U104373,Sign Up,2025-04-27
U104373,Verify Email,2025-04-29
U104373,Complete Onboarding,2025-04-28
U106459,Visit Landing Page,2025-04-28
U106459,Sign Up,2025-04-27
U106459,Verify Email,2025-04-29
U106459,Complete Onboarding,2025-05-01
U103744,Visit Landing Page,2025-04-28
U103744,Sign Up,2025-04-28
U103744,Verify Email,2025-04-27
U104266,Visit Landing Page,2025-04-28
U104266,Sign Up,2025-04-29
U104266,Verify Email,2025-04-30
U104266,Complete Onboarding,2025-04-27
U104266,Create First Workflow,2025-04-29
U104266,Invite Teammate,2025-05-03
U104266,Start Trial,2025-04-28
U104134,Visit Landing Page,2025-04-27
U104134,Sign Up,2025-04-29
U104134,Verify Email,2025-04-27
U104134,Complete Onboarding,2025-04-29
U107967,Visit Landing Page,2025-04-28
U107967,Sign Up,2025-04-27
U107967,Verify Email,2025-04-27
U107967,Complete Onboarding,2025-04-28
U106673,Visit Landing Page,2025-04-28
U106673,Sign Up,2025-04-27
U106673,Verify Email,2025-04-27
U104620,Visit Landing Page,2025-04-28
U104620,Sign Up,2025-04-28
U104620,Verify Email,2025-04-28
U104620,Complete Onboarding,2025-04-30
U104620,Create First Workflow,2025-04-29
U102690,Visit Landing Page,2025-04-27
U102690,Sign Up,2025-04-27
U102690,Verify Email,2025-04-29
U102690,Complete Onboarding,2025-04-29
U101438,Visit Landing Page,2025-04-29
U101438,Sign Up,2025-04-28
U101438,Verify Email,2025-05-01
U103893,Visit Landing Page,2025-04-29
U103893,Sign Up,2025-04-29
U103893,Verify Email,2025-04-28
U102778,Visit Landing Page,2025-04-29
U102778,Sign Up,2025-04-29
U102778,Verify Email,2025-04-29
U100730,Visit Landing Page,2025-04-28
U100730,Sign Up,2025-04-28
U100730,Verify Email,2025-05-01
U106529,Visit Landing Page,2025-04-28
U106529,Sign Up,2025-04-29
U106529,Verify Email,2025-04-28
U106529,Complete Onboarding,2025-04-29
U106529,Create First Workflow,2025-05-03
U106529,Invite Teammate,2025-05-04
U103560,Visit Landing Page,2025-04-28
U103560,Sign Up,2025-04-30
U103560,Verify Email,2025-04-29
U104512,Visit Landing Page,2025-04-28
U104512,Sign Up,2025-04-30
U104512,Verify Email,2025-04-28
U104512,Complete Onboarding,2025-04-30
U105675,Visit Landing Page,2025-04-28
U105675,Sign Up,2025-04-28
U105675,Verify Email,2025-04-28
U102032,Visit Landing Page,2025-04-29
U102032,Sign Up,2025-04-28
U102032,Verify Email,2025-04-29
U102032,Complete Onboarding,2025-05-01
U102032,Create First Workflow,2025-05-01
U102032,Invite Teammate,2025-05-01
U106590,Visit Landing Page,2025-04-28
U106590,Sign Up,2025-04-28
U106590,Verify Email,2025-04-29
U106590,Complete Onboarding,2025-05-02
U100840,Visit Landing Page,2025-04-29
U100840,Sign Up,2025-04-30
U100840,Verify Email,2025-04-28
U100840,Complete Onboarding,2025-05-02
U100840,Create First Workflow,2025-04-30
U100648,Visit Landing Page,2025-04-28
U100648,Sign Up,2025-04-30
U100648,Verify Email,2025-05-01
U100648,Complete Onboarding,2025-05-02
U100648,Create First Workflow,2025-04-28
U100172,Visit Landing Page,2025-04-28
U100172,Sign Up,2025-04-30
U100172,Verify Email,2025-05-01
U100172,Complete Onboarding,2025-04-30
U107211,Visit Landing Page,2025-04-28
U107211,Sign Up,2025-04-30
U107211,Verify Email,2025-05-01
U107211,Complete Onboarding,2025-05-01
U107211,Create First Workflow,2025-04-30
U107252,Visit Landing Page,2025-04-28
U107252,Sign Up,2025-04-28
U100304,Visit Landing Page,2025-04-28
U100304,Sign Up,2025-04-28
U100304,Verify Email,2025-04-29
U100304,Complete Onboarding,2025-04-29
U108151,Visit Landing Page,2025-04-28
U108151,Sign Up,2025-04-29
U108151,Verify Email,2025-04-29
U108151,Complete Onboarding,2025-04-29
U108151,Create First Workflow,2025-05-01
U108151,Invite Teammate,2025-05-04
U101827,Visit Landing Page,2025-04-28
U101827,Sign Up,2025-04-28
U101827,Verify Email,2025-04-30
U101827,Complete Onboarding,2025-04-29
U101827,Create First Workflow,2025-04-29
U101827,Invite Teammate,2025-05-01
U100721,Visit Landing Page,2025-04-28
U100721,Sign Up,2025-04-29
U100721,Verify Email,2025-04-29
U100721,Complete Onboarding,2025-05-01
U100721,Create First Workflow,2025-04-28
U100721,Invite Teammate,2025-05-04
U100721,Start Trial,2025-04-30
U100721,Subscribe,2025-05-03
U100500,Visit Landing Page,2025-04-29
U100500,Sign Up,2025-04-30
U100500,Verify Email,2025-04-29
U100500,Complete Onboarding,2025-04-28
U100500,Create First Workflow,2025-05-03
U100500,Invite Teammate,2025-05-02
U103407,Visit Landing Page,2025-04-29
U103407,Sign Up,2025-04-29
U107404,Visit Landing Page,2025-04-28
U107404,Sign Up,2025-04-30
U107404,Verify Email,2025-04-28
U107404,Complete Onboarding,2025-04-29
U107404,Create First Workflow,2025-04-30
U105858,Visit Landing Page,2025-04-29
U105858,Sign Up,2025-04-28
U105858,Verify Email,2025-05-01
U105858,Complete Onboarding,2025-04-30
U103722,Visit Landing Page,2025-04-28
U103722,Sign Up,2025-04-29
U103722,Verify Email,2025-04-30
U107944,Visit Landing Page,2025-04-29
U107944,Sign Up,2025-04-30
U105811,Visit Landing Page,2025-04-28
U105811,Sign Up,2025-04-29
U105811,Verify Email,2025-04-28
U105811,Complete Onboarding,2025-04-29
U105811,Create First Workflow,2025-05-02
U105811,Invite Teammate,2025-05-04
U105811,Start Trial,2025-05-02
U105066,Visit Landing Page,2025-04-29
U105066,Sign Up,2025-04-28
U106994,Visit Landing Page,2025-04-30
U106994,Sign Up,2025-04-29
U106994,Verify Email,2025-04-30
U106994,Complete Onboarding,2025-05-01
U102564,Visit Landing Page,2025-04-29
U102564,Sign Up,2025-04-29
U105797,Visit Landing Page,2025-04-30
U105797,Sign Up,2025-04-29
U105797,Verify Email,2025-05-01
U105797,Complete Onboarding,2025-05-02
U105797,Create First Workflow,2025-05-03
U102111,Visit Landing Page,2025-04-29
U102111,Sign Up,2025-04-30
U102111,Verify Email,2025-04-30
U103917,Visit Landing Page,2025-04-29
U103917,Sign Up,2025-05-01
U103917,Verify Email,2025-05-01
U103917,Complete Onboarding,2025-05-03
U100183,Visit Landing Page,2025-04-29
U100183,Sign Up,2025-04-29
U100183,Verify Email,2025-05-01
U104811,Visit Landing Page,2025-04-29
U104811,Sign Up,2025-05-01
U104127,Visit Landing Page,2025-04-29
U104127,Sign Up,2025-04-30
U101622,Visit Landing Page,2025-04-29
U101622,Sign Up,2025-04-30
U101622,Verify Email,2025-04-30
U101622,Complete Onboarding,2025-05-02
U101622,Create First Workflow,2025-05-03
U104110,Visit Landing Page,2025-04-30
U104110,Sign Up,2025-04-29
U101475,Visit Landing Page,2025-04-29
U101475,Sign Up,2025-05-01
U105533,Visit Landing Page,2025-04-29
U105533,Sign Up,2025-04-30
U105533,Verify Email,2025-05-02
U103554,Visit Landing Page,2025-04-30
U103554,Sign Up,2025-05-01
U103554,Verify Email,2025-05-01
U103554,Complete Onboarding,2025-05-02
U103554,Create First Workflow,2025-04-29
U106867,Visit Landing Page,2025-04-30
U106867,Sign Up,2025-04-30
U106867,Verify Email,2025-04-30
U106867,Complete Onboarding,2025-04-29
U106867,Create First Workflow,2025-05-04
U100860,Visit Landing Page,2025-04-30
U100860,Sign Up,2025-04-29
U100860,Verify Email,2025-05-02
U103233,Visit Landing Page,2025-04-29
U103233,Sign Up,2025-04-30
U103233,Verify Email,2025-05-01
U102955,Visit Landing Page,2025-04-30
U102955,Sign Up,2025-04-30
U105893,Visit Landing Page,2025-04-29
U105893,Sign Up,2025-04-29
U105893,Verify Email,2025-04-29
U104349,Visit Landing Page,2025-04-30
U104349,Sign Up,2025-04-29
U104349,Verify Email,2025-04-29
U104196,Visit Landing Page,2025-04-29
U104196,Sign Up,2025-04-30
U104196,Verify Email,2025-04-29
U104196,Complete Onboarding,2025-05-03
U104196,Create First Workflow,2025-05-03
U104196,Invite Teammate,2025-05-03
U106775,Visit Landing Page,2025-04-29
U106775,Sign Up,2025-04-30
U106775,Verify Email,2025-04-29
U106775,Complete Onboarding,2025-04-30
U100958,Visit Landing Page,2025-04-29
U100958,Sign Up,2025-05-01
U100958,Verify Email,2025-04-29
U101132,Visit Landing Page,2025-04-30
U101132,Sign Up,2025-05-01
U101132,Verify Email,2025-04-30
U101132,Complete Onboarding,2025-05-01
U101132,Create First Workflow,2025-05-02
U101132,Invite Teammate,2025-05-02
U108196,Visit Landing Page,2025-04-30
U108196,Sign Up,2025-04-29
U108196,Verify Email,2025-04-29
U104875,Visit Landing Page,2025-04-30
U104875,Sign Up,2025-04-30
U104875,Verify Email,2025-05-01
U104875,Complete Onboarding,2025-05-02
U104875,Create First Workflow,2025-05-04
U104875,Invite Teammate,2025-04-30
U104875,Start Trial,2025-05-03
U102474,Visit Landing Page,2025-04-29
U102474,Sign Up,2025-04-29
U102474,Verify Email,2025-05-01
U102474,Complete Onboarding,2025-05-01
U105469,Visit Landing Page,2025-04-30
U105469,Sign Up,2025-05-01
U105469,Verify Email,2025-04-29
U105469,Complete Onboarding,2025-05-02
U105469,Create First Workflow,2025-05-04
U104393,Visit Landing Page,2025-04-29
U104393,Sign Up,2025-04-29
U106544,Visit Landing Page,2025-04-30
U106544,Sign Up,2025-05-01
U101357,Visit Landing Page,2025-04-30
U101357,Sign Up,2025-05-01
U101776,Visit Landing Page,2025-05-01
U101776,Sign Up,2025-05-01
U101776,Verify Email,2025-04-30
U101776,Complete Onboarding,2025-05-04
U101776,Create First Workflow,2025-04-30
U101366,Visit Landing Page,2025-05-01
U101366,Sign Up,2025-05-02
U101366,Verify Email,2025-04-30
U102016,Visit Landing Page,2025-05-01
U102016,Sign Up,2025-05-02
U103894,Visit Landing Page,2025-04-30
U103894,Sign Up,2025-04-30
U103894,Verify Email,2025-05-01
U100148,Visit Landing Page,2025-04-30
U100148,Sign Up,2025-05-02
U100148,Verify Email,2025-05-03
U100148,Complete Onboarding,2025-05-03
U100148,Create First Workflow,2025-05-04
U102256,Visit Landing Page,2025-04-30
U102256,Sign Up,2025-05-01
U100356,Visit Landing Page,2025-04-30
U100356,Sign Up,2025-05-02
U100356,Verify Email,2025-05-03
U103403,Visit Landing Page,2025-04-30
U103403,Sign Up,2025-05-01
U103403,Verify Email,2025-05-01
U103403,Complete Onboarding,2025-05-01
U103403,Create First Workflow,2025-05-05
U102000,Visit Landing Page,2025-04-30
U102000,Sign Up,2025-04-30
U102000,Verify Email,2025-05-03
U102000,Complete Onboarding,2025-05-03
U102000,Create First Workflow,2025-05-05
U102000,Invite Teammate,2025-05-06
U102496,Visit Landing Page,2025-05-01
U102496,Sign Up,2025-04-30
U102496,Verify Email,2025-05-03
U100505,Visit Landing Page,2025-04-30
U100505,Sign Up,2025-04-30
U100505,Verify Email,2025-05-02
U101696,Visit Landing Page,2025-05-01
U101696,Sign Up,2025-05-01
U106363,Visit Landing Page,2025-04-30
U106363,Sign Up,2025-05-02
U106363,Verify Email,2025-05-01
U108238,Visit Landing Page,2025-04-30
U108238,Sign Up,2025-05-02
U108238,Verify Email,2025-05-01
U100843,Visit Landing Page,2025-04-30
U100843,Sign Up,2025-04-30
U100843,Verify Email,2025-04-30
U101216,Visit Landing Page,2025-04-30
U101216,Sign Up,2025-05-01
U107476,Visit Landing Page,2025-05-01
U107476,Sign Up,2025-05-01
U107476,Verify Email,2025-04-30
U107476,Complete Onboarding,2025-04-30
U107476,Create First Workflow,2025-05-01
U106655,Visit Landing Page,2025-04-30
U106655,Sign Up,2025-04-30
U103973,Visit Landing Page,2025-04-30
U103973,Sign Up,2025-05-02
U107026,Visit Landing Page,2025-04-30
U107026,Sign Up,2025-04-30
U107026,Verify Email,2025-05-02
U107026,Complete Onboarding,2025-04-30
U107026,Create First Workflow,2025-05-01
U107026,Invite Teammate,2025-05-02
U102635,Visit Landing Page,2025-04-30
U102635,Sign Up,2025-05-02
U102635,Verify Email,2025-05-01
U102635,Complete Onboarding,2025-04-30
U102635,Create First Workflow,2025-05-02
U102635,Invite Teammate,2025-05-01
U102635,Start Trial,2025-05-05
U102635,Subscribe,2025-05-05
U103340,Visit Landing Page,2025-04-30
U103340,Sign Up,2025-04-30
U103340,Verify Email,2025-04-30
U103340,Complete Onboarding,2025-05-01
U103340,Create First Workflow,2025-05-05
U104381,Visit Landing Page,2025-04-30
U104381,Sign Up,2025-05-02
U104381,Verify Email,2025-04-30
U104381,Complete Onboarding,2025-04-30
U104381,Create First Workflow,2025-05-01
U104381,Invite Teammate,2025-05-05
U104381,Start Trial,2025-05-01
U104381,Subscribe,2025-05-01
U108469,Visit Landing Page,2025-05-01
U108469,Sign Up,2025-04-30
U108469,Verify Email,2025-04-30
U108469,Complete Onboarding,2025-04-30
U108469,Create First Workflow,2025-05-04
U108469,Invite Teammate,2025-05-01
U106303,Visit Landing Page,2025-05-01
U106303,Sign Up,2025-04-30
U108152,Visit Landing Page,2025-04-30
U108152,Sign Up,2025-05-01
U108152,Verify Email,2025-05-01
U108152,Complete Onboarding,2025-05-02
U100900,Visit Landing Page,2025-04-30
